SMILE A,SMILE B
[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O,[*]CC(C(CCC)=O)([*])C
[*]O[C@H](C)CC([*])=O,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na]
[*]CCCC(CCCCCC)[*],[*]C1C(C(C(OC1C(O[Ca]OC2=O)=O)OC3C2OC(O[*])C(O)C3O)O)O
[*]CC(C(CCC)=O)([*])C,[*]CC(C1=CC=C(C=C1)S(=O)(O[Na])=O)[*]
OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,[*]CC([*])(C)C(OCC[N+](C)(C)CCCS(=O)([O-])=O)=O
[*]OCCCCOC(CCC([*])=O)=O,[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O
O=C(N([*])C([*])=O)CC=C,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O
OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O
O=C([*])C(C)O[*],[*]C(N[*])=O
[*]CCN[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2
[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O,[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,[*]C(OCCCO[*])=O
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]C/C=C/C[*]
[*]CC([*])Cl,[*]CC=CCCC(C1=CC=CC=C1)[*]
COC(C(C[*])([*])C)=O,[*]CC(O[*])CN=[N+]=[N-]
O=C(O)C([*])C[*],OC1C(O[*])C(NC(C)=O)C(OC2C(O)C(O)C([*])OC2C(O)=O)OC1COC(C(C)=C)=O
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*]
[*]CC(OC(O[*])=O)C,[*]CNCC1=CC=CC([*])=C1O
[*]CCCC(C(O)=O)[*],CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O
C/C(C[*])=C/C[*],O=C(N)C([*])C[*]
CCCCCCC1=C(SC([*])=C1)[*],O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,O=C([*])CCCCCO[*]
CC(CC(C(C(O1)=O)CC1=O)[*])C[*],OC(C([*])C[*])=O
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,OC1C(OC(C(C1O)O)C[*])COCC(OC(C(O)C=O)CO[*])C=O
CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[*]C(C(OC(O[*])C=O)CO)C=O
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1
O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O,[*]C(C(OC(O[*])C=O)CO)C=O
O=C([*])C(C)O[*],[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O
CC(O[*])CC([*])=O,OC1C(OC(C(C1O)O)C[*])COCC(OC(C(O)C=O)CO[*])C=O
C[Si](O[*])(C)[*],OC1C(C(OC(C1OC2C(C(C(C(O2)CO)CO[*])O)O)COC3C(C(C(C(O3)CO)O)O)O)C[*])O
O=C(O)C([*])C[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O
O=C(O[*])CCCCCCCCCCN[*],[*]C(C=C1)=CC=C1S[*]
[*]CCCC(CCCCCC)[*],[*]CC([*])CC
O=C([*])C(C)O[*],[*]C/C=C\CCC(C=C)[*]
O=C([*])CCCCCN[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]CC(O[*])CN=[N+]=[N-]
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,OCC1OC(C(C(C1O[*])O)O)[*]
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,O=C([*])CCCCCO[*]
[*]CC=CCCC(C#N)[*],[*]CC([*])N1CCCC1=O
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]CC=CCCC(C#N)[*]
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*][C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H]([C@@H](O)[C@H](O[C@H]3[C@H](O)[C@H](O)[C@H](O[C@H]4[C@H](O)[C@H](O)[C@H](O[*])O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2COC(C)=O)O)O[C@@H]1CO
C[Si](O[*])(C)[*],[*]C1=C2C(OCCO2)=C([*])S1
[*]C([H])([H])C(O)([H])[*],CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]CC[*]
[*]CC=CCCC(C#N)[*],[*]CCCC[*]
[*]CC(C1=CC=CC=C1)C/C=C/C[*],[*]CC1=CC=C(C(Cl)=C1)C[*]
[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,[*]C1=C2C(OCCO2)=C([*])S1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*]
[*]O[C@H](C)CC([*])=O,CCCCCCC1=C(SC([*])=C1)[*]
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na]
[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,[*]CNCC1=CC=CC([*])=C1O
[*]CCN[*],O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(C1=CC=C(C=C1)S(=O)(O[Na])=O)[*]
CC(CC(C(C(O1)=O)CC1=O)[*])C[*],[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C
[*]CC([*])N1CCCC1=O,[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O
O=C([*])C(C)O[*],[*]CCCC([*])C(OC)=O
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],OCC(OCC(COCC(CO[*])O)O)COCC(OCC(COCC(CO)O)O)COCC(COCC(CO[*])O)O
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CCCC([*])C(OC)=O
O=C(O)C([*])C[*],[*]OC1=C(C([*])=CC=C1C)C
[*]NC(C(O)=O)CCC([*])=O,[*]CNCC1=CC=CC([*])=C1O
OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],[*]CC([*])N1CCCC1=O
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,[*]CC([*])CC
[*]C(CCCCCO[*])=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]O[C@H](C)CC([*])=O
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]CC(OC(O[*])=O)C
[*]CC([*])Cl,[Na]OS(CC(C)(C)NC(C([*])C[*])=O)(=O)=O
COC(C(C[*])([*])C)=O,[*]CC(C#N)[*]
O=C(C(C[*])[*])N,[*]C(C(OC(CO[*])=O)C)=O
[*]CC[*],[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,O=C1CCCN1C([*])C[*]
[*]C1=C(C(C[*])=CC=C1)O,O=C(N([*])C([*])=O)CC=C
[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,O=C([*])CCCCCO[*]
[*]CCC(CCCC(CCCC(C[*])C)C)C,[H]N(C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C(OCCO[*])=O)[H])C([*])=O
[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[*]CC(C(OCC)=O)[*]
O=C([*])CCCCCN[*],O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O
C[Si](O[*])(C)[*],[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O
[*]C(C)(C(OCCN(C)C)=O)C[*],[*]CC1=CC=C(C(Cl)=C1)C[*]
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,[*]C(C=C1)=CC=C1S[*]
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[*]C(C)(C(OCCN(C)C)=O)C[*]
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],OC(C(OC(C1O)CO)C[*])C1O[*]
O=C([*])CCCCCN[*],OC1C(OC(C(C1O)O)C[*])COCC(OC(C(O)C=O)CO[*])C=O
[*]C1=CC=C([*])N1,OC1C(C(OC(C1OC2C(C(C(C(O2)CO)CO[*])O)O)COC3C(C(C(C(O3)CO)O)O)O)C[*])O
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(O[*])CN=[N+]=[N-]
[*]C(C=C1)=CC=C1S[*],[*]C(OCCCO[*])=O
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC([*])(C)C(OCC[N+](C)(C)CCCS(=O)([O-])=O)=O
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*]
[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O
[*]CC=CCCC(C#N)[*],[*]CCCC(C1C([*])C2CC1C/C2=C/C)C
[*]CCCC([*])C(OC)=O,[*]/C=C\CC/C=C\CC(CC([*])C1=CC=CC=C1)C2=CC=CC=C2
[*]C1=C(C(C[*])=CC=C1)O,O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,[*]C(C(CCCC[NH3+])N[*])=O
O=C(N)C([*])C[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N
[*]CC=CCCC(C#N)[*],[*]C1=C(C(C[*])=CC=C1)O
[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O
[*]CC[*],[*]C(C(OC(O[*])C=O)CO)C=O
[*]CC(C)(C(OCCO)=O)[*],[*]NC(C(O)=O)CCC([*])=O
OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O
[*]NCCCCCCCCCCCC([*])=O,[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3
[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]NC(CCCCNC(C(C)=C)=O)C(N1CCCC1C(NCC(N2CC(O)CC2C(NC(COC(C(C)=C)=O)C(NCC([*])=O)=O)=O)=O)=O)=O
[*]CC=CCCC(C#N)[*],[*]O[C@H](C)CC([*])=O
[*]CC(C(OCC)=O)[*],[*]OC1=C(C([*])=CC=C1C)C
[*]C(C)C(OCC(O[*])=O)=O,[*]C/C=C/CCC(C/C=C\C[*])C=C
[*]CC(CC(C#N)[*])C1=CC=CC=C1,[*]C(C(CCCCN[*])N)=O
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]CCCC(C1C([*])C2CC1C/C2=C/C)C
O=C([*])C(C)O[*],[*]CC(O[*])CN=[N+]=[N-]
[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,OC1C(O[*])C(C(O[Ca]O2)=O)OC(OC3C(O)C(O)C(OC4C(C(O[Ca]O5)=O)OC(OC6C(O)C(O)C(OC7C(C(O[Ca]O8)=O)OC(OC9C(O)C(O)C([*])OC9C8=O)C(O)C7O)OC6C5=O)C(O)C4O)OC3C2=O)C1O
O=C(N)C([*])C[*],OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*]
[*]CCN[*],O=C(O)C([*])C[*]
[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,O=C([*])CCCCCO[*]
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,CCCCCCC1=C(SC([*])=C1)[*]
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O
C/C(C[*])=C/C[*],[*]CC1=CC=C(C(Cl)=C1)C[*]
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]CCC1C([*])C2CCC1C2
O=C([*])CCCCCN[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O
O=C1C([*])C(CC[*])C(O1)=O,[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[*]CCCCOCCCCOCCCCOCCCCO[*]
[*]C1=CC=C([*])N1,[*]NC(CCC([*])=O)C(O)=O
O=C(C(C[*])[*])N,[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,CC(C=C([*])C=C1C)=C1O[*]
CC(C=C([*])C=C1C)=C1O[*],O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na]
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,[*]CC([*])(C)C(OCC[N+](C)(C)CCCS(=O)([O-])=O)=O
[*]OC1OC(CO)C(O)C(OC2OC(C(NC(CS)C(OC)=O)=O)C(OC[*])C(O)C2O)C1NC(C)=O,OC(C(OC(C1O)CO)C[*])C1O[*]
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]CCCC(C(O)=O)[*]
[*]OCCCCOC(CCC([*])=O)=O,[*]C/C=C(C[*])\Cl
[*]CC(C1=CC=CC=C1)C/C=C/C[*],O=C(N([*])C([*])=O)CC=C
O=C(O[*])CCCCCCCCCCN[*],[*]CC(CC(C#N)[*])C1=CC=CC=C1
[*]CC(C#N)[*],[*]CC(C(OCC)=O)[*]
[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O,[*]C1=C(C(C[*])=CC=C1)O
CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,CC(C=C([*])C=C1C)=C1O[*]
O=C(O)C([*])C[*],[*]CNCC1=CC=CC([*])=C1O
OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],[*]C(C)(C(OCCN(C)C)=O)C[*]
[*]C(CCCCCO[*])=O,[*]OCC1C(C(C(CC1CO)COCC2C(C(C(CC2CO)C[*])O)COCC3C(C(C(C(O3)CO)O)O)COCC4C(C(C(C(O4)C(O)=O)COCC5C(C(C(C(O5)C(O)=O)O)O)O)O)O)O)O
C/C(C[*])=C/C[*],CC(O[*])CC([*])=O
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]OC1OC(CO)C(O)C(OC2OC(C(NC(CS)C(OC)=O)=O)C(OC[*])C(O)C2O)C1NC(C)=O
[*]CCC(CCCCCC)C[*],O=C1C([*])C(CC[*])C(O1)=O
[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,O=C([*])CCCCC(NCCCCN[*])=O
[*]C1C(C(C(OC1C(O[Ca]OC2=O)=O)OC3C2OC(O[*])C(O)C3O)O)O,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na]
[*]CC(C(OCC)=O)[*],[*]C(C(OC(O[*])C=O)CO)C=O
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]NCCCCCCCCCCCC([*])=O
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],OC1C(OC(C(C1O)O)C[*])COCC(OC(C(O)C=O)CO[*])C=O
O=C(C(C[*])[*])N,[*]CCCC([*])OC(C)=O
O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,[*]C1=C(C(C[*])=CC=C1)O
O=C([*])CCCCCO[*],[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O
[*]NC(CCCCNC(C(C)=C)=O)C(N1CCCC1C(NCC(N2CC(O)CC2C(NC(COC(C(C)=C)=O)C(NCC([*])=O)=O)=O)=O)=O)=O,OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O
O=C([*])CCCCC(NCCCCN[*])=O,[*]C/C=C/CCC(C/C=C\C[*])C=C
[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O
[*]CC=CCCC(C#N)[*],[*]CC(C1=CC=C(C=C1)S(=O)(O[Na])=O)[*]
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*]
[*]CC(C#N)[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
[*]NC(CCCCNC(C(C)=C)=O)C(N1CCCC1C(NCC(N2CC(O)CC2C(NC(COC(C(C)=C)=O)C(NCC([*])=O)=O)=O)=O)=O)=O,[*]C(F)(C(F)([*])F)F
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]C(C(OC(O[*])C=O)CO)C=O
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O
[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]CC([*])N1CCCC1=O
C[Si](O[*])(C)[*],[*]CCCC([*])C(OC)=O
O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,[*]OC1OC(CO)C(O)C(OC2OC(C(NC(CS)C(OC)=O)=O)C(OC[*])C(O)C2O)C1NC(C)=O
O=C([*])C(C)O[*],O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*]
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC([*])CC
CCCCCCC1=C(SC([*])=C1)[*],[*]CC(O[*])CN=[N+]=[N-]
OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*]
[*]CCC(CCCC(CCCC(C[*])C)C)C,O=C([*])CCCCCO[*]
C/C(C[*])=C/C[*],O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*]
O=C([*])C(C)O[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O
CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[*]C(C=C1)=CC=C1S[*]
O=C([*])C(C)O[*],OCC(OCC(COCC(CO[*])O)O)COCC(OCC(COCC(CO)O)O)COCC(COCC(CO[*])O)O
[*]CC[*],[*]O[C@H](C)CC([*])=O
[*]OC(CC(OC(CC([*])=O)CC)=O)C,O=C([*])CCCCC(NCCCCN[*])=O
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*]
[*]NC(CCC([*])=O)C(O)=O,[*]/C=C\CC/C=C\CC(CC([*])C1=CC=CC=C1)C2=CC=CC=C2
CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*]
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[*]C(C)C(OCC(O[*])=O)=O
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O
[*]C(C=C1)=CC=C1S[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O
[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O
O=C(O)C([*])C[*],OC1C(OC(C(C1O)O)C[*])COCC(OC(C(O)C=O)CO[*])C=O
O=C(O)C([*])C[*],[*]C(C(OC(CO[*])=O)C)=O
[*]C/C=C(C[*])\Cl,[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]C(C(CCCC[NH3+])N[*])=O
OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],[*]C/C=C/C[*]
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,[*]CCCC[*]
[*]OC1OC(CO)C(O)C(OC2OC(C(NC(CS)C(OC)=O)=O)C(OC[*])C(O)C2O)C1NC(C)=O,[*]C/C=C\CCC(C=C)[*]
[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]CCCCO[*]
[*]OC(CC(OC(CC([*])=O)CC)=O)C,CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O
O=C([*])CCCCCN[*],[*]CCC(CCCC(CCCC(C[*])C)C)C
[*]CCC(CCCC(CCCC(C[*])C)C)C,O=C(O[*])CCCCCCCCCCN[*]
[*]C(C)(C(OCCN(C)C)=O)C[*],CC(O[*])CC([*])=O
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,[*]OC1=C(C([*])=CC=C1C)C
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]C(C=C1)=CC=C1S[*]
[*]CC(C1=CC=C(C=C1)S(=O)([O-])=O)[*],[*]NC(CCC([*])=O)C(O)=O
[*]OCCCCOC(CCC([*])=O)=O,[*]C/C=C/C[*]
